Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Jersey,Hometown,DOB,Age,Weight,Height,PlayerId
,1204859392,N. Hainline,Nick Hainline,Hainline,Nick,P,USC Beaufort,USCBF,550573312,USC Beaufort,ND2,L,L,7,"Peoria, IL, US",-,0,205,6' 3",1204859392
,1341426688,K. Memarian,Kyle Memarian,Memarian,Kyle,IF,Whitworth University,WHIT,673453101,Whitworth,ND3,R,R,42,"Vancouver, WA, US",-,0,185,5' 10",1341426688
,1155041792,C. Clark,Cayden Clark,Clark,Cayden,P,Colorado Mesa University,CMU,730365184,Colorado Mesa,ND2,R,R,29,"Tooele, UT, US",2002-08-29,24,205,6' 0",1155041792
,1237793024,A. Kelley,Aidan Kelley,Kelley,Aidan,P,Florida Southern College,FSC,730161920,Florida Southern,ND2,R,R,18,"Lakeland, FL, US",2004-08-27,22,230,6' 1",1237793024
,1087211008,A. Ramos,Alijah Ramos,Ramos,Alijah,IF,California State University  East Bay,CSEB,523800626,Cal State East Bay,ND2,R,R,4,"Fremont, CA, US",-,0,0,5' 9",1087211008
,1145681152,P. Hawkinson,Payton Hawkinson,Hawkinson,Payton,P,California State University  Stanislaus,CSS,797746294,Cal State Stanislaus,ND2,R,L,44,"Turlock, CA, US",2005-04-13,21,230,6' 7",1145681152
,1187078912,H. Hall,Hayden Hall,Hall,Hayden,P,Cal State-Monterey Bay,CSB,730350336,Cal State-Monterey Bay,ND2,R,R,12,"Rancho Murieta, CA, US",2004-07-24,22,175,5' 11",1187078912
,1297439232,A. Ceniceros,Aaron Ceniceros,Ceniceros,Aaron,P,Cal Poly-Pomona,CP,730329600,Cal Poly-Pomona,ND2,R,R,15,"Orange, CA, US",2003-11-24,22,195,6' 0",1297439232
,1187048704,K. Petersen,Kaden Petersen,Petersen,Kaden,LF,Westmont College,WSTMT,650031616,Westmont College,ND2,R,R,15,"Turlock, CA, US",2003-10-27,22,190,6' 0",1187048704
,1334076416,M. Walton,Myles Walton,Walton,Myles,OF,"California State University, Chico",CSUC,730145536,"California State University, Chico",ND2,R,R,35,"Clayton, CA, US",-,0,170,6' 1",1334076416
,1162037504,L. Helfrick,Leighton Helfrick,Helfrick,Leighton,OF,Cal State San Marcos,CSSM,618871964,Cal State San Marcos,ND2,R,R,37,"Discovery Bay, CA, US",2003-09-24,22,195,6' 0",1162037504
,1092977664,C. Ditmar,Chase Ditmar,Ditmar,Chase,IF,Lubbock Christian University,LCU,730277888,Lubbock Christian,ND2,R,R,10,"Las Vegas, NV, US",2003-12-05,22,190,6' 1",1092977664
,1304807936,W. Nichol,Wyatt Nichol,Nichol,Wyatt,P,Biola University,BIO,742533120,Biola,ND2,R,R,20,"Laguna Niguel, CA, US",2005-08-06,21,160,6' 1",1304807936
,1187047424,T. Otis,Tony Otis,Otis,Tony,OF,Jessup,JESS,777752536,Jessup,ND2,R,R,2,"Las Vegas, NV, US",2004-07-07,22,180,6' 0",1187047424
,1210409984,D. Andrus,David Andrus,Andrus,David,P,Henderson State University,HSU,730286848,Henderson State,ND2,L,L,55,"Bentonville, AR, US",2003-07-16,23,225,6' 9",1210409984
,1235393024,S. Bargo,Simon Bargo,Bargo,Simon,P,University of Charleston,UOC,730364416,University of Charleston,ND2,R,R,16,"Cincinnati, OH, US",2005-08-06,21,202,6' 5",1235393024
,1207760640,N. Chrismon,Nathan Chrismon,Chrismon,Nathan,IF,Catawba College,CC,730268928,Catawba,ND2,R,R,1,"China Grove, NC, US",2004-02-27,22,180,5' 9",1207760640
,1143052032,J. Foulks,Josh Foulks,Foulks,Josh,OF,North Greenville University,NGU,730268416,North Greenville,ND2,R,R,8,"Oak Ridge, NC, US",2003-09-15,22,215,6' 5",1143052032
,1310688768,J. Rutecki,Jackson Rutecki,Rutecki,Jackson,C,East Stroudsburg University,ESU,730288128,East Stroudsburg,ND2,L,R,2,"West Chester, PA, US",2004-05-01,22,205,6' 1",1310688768
,1195406336,N. Foster,Nick Foster,Foster,Nick,IF,Newberry College,NC,730343680,Newberry,ND2,R,R,23,"Hartsville, SC, US",-,0,0,5' 11",1195406336
,1200383488,A. Duval,Andrew Duval,Duval,Andrew,P,University of North Georgia,UONG,730327040,University of North Georgia,ND2,L,L,6,"Lexington, SC, US",-,0,0,6' 0",1200383488
,1264251136,C. Robb,Christian Robb,Robb,Christian,P,University of Texas at Dallas,TEXA,714643885,Texas Dallas,ND2,R,R,14,"Keller, TX, US",-,0,0,6' 0",1264251136
,1298052864,A. Stalker,Austin Stalker,Stalker,Austin,OF,West Chester Univ. of Pennsylvania,WCUOP,730162688,West Chester Univ. of Pennsylvania,ND2,L,R,16,"Wycombe, PA, US",-,0,225,6' 4",1298052864
,1162137344,J. Streeter,Jake Streeter,Streeter,Jake,OF,University of North Georgia,UONG,730327040,University of North Georgia,ND2,R,R,29,"Sandy Springs, GA, US",-,0,0,6' 1",1162137344
,1079548416,L. Leonard,Landon Leonard,Leonard,Landon,IF,Augusta University,AU,730275328,Augusta,ND2,R,R,12,,-,0,0,6' 1",1079548416
,1191713280,J. Sesar,Jorden Sesar,Sesar,Jorden,P,Holy Family,HOLY,799059612,Holy Family,ND2,R,R,33,"Morrisville, PA, US",2001-05-25,25,195,6' 4",1191713280
,1275130624,K. Hutchins,Kai Hutchins,Hutchins,Kai,OF,Lynn University,LYNN,730379008,Lynn,ND2,L,L,2,"Browns Mills, NJ, US",-,0,185,5' 9",1275130624
,1099880448,J. Books,Jake Books,Books,Jake,OF,University of Tampa,UOT,730247168,University of Tampa,ND2,L,L,12,"Collegeville, PA, US",2003-12-04,22,200,6' 0",1099880448
,1330416384,T. Steele,Tyler Steele,Steele,Tyler,OF,UNC Pembroke,UP,730326528,UNC Pembroke,ND2,R,R,20,"Charlotte, NC, US",2005-06-19,21,200,6' 3",1330416384
,1310837760,P. Nelson,Peyton Nelson,Nelson,Peyton,P,Lander University,LU,730165760,Lander,ND2,L,L,34,"Greenville, SC, US",2003-02-04,23,155,5' 10",1310837760
,1294969344,Z. Arnold,Zeph Arnold,Arnold,Zeph,P,Francis Marion University,FMU,730185472,Francis Marion,ND2,R,R,38,"Moreauville, LA, US",-,0,207,6' 1",1294969344
,1192785920,J. Sundquist,Jude Sundquist,Sundquist,Jude,P,Southwest Baptist University,SBU,730382080,Southwest Baptist,ND2,R,R,10,"Chisholm, MN, US",-,0,230,6' 5",1192785920
,1142129664,A. Bode,Austin Bode,Bode,Austin,OF,University of Indianapolis,UOI,730222080,University of Indianapolis,ND2,L,R,24,"Columbus, IN, US",2002-10-03,23,205,6' 0",1142129664
,1216253696,J. Kelly,Jordan Kelly,Kelly,Jordan,OF,Angelo State University,ASU,730381568,Angelo State,ND2,L,R,34,"Missouri City, TX, US",-,0,205,6' 4",1216253696
,1297134336,Z. Taylor,Zach Taylor,Taylor,Zach,P,Kentucky Wesleyan College,KWC,730269952,Kentucky Wesleyan,ND2,R,R,35,"Paintsville, KY, US",2003-06-20,23,225,6' 2",1297134336
,1085382144,J. Current,Joey Current,Current,Joey,C,Goldey-Beacom College,GBC,577494016,Goldey-Beacom,ND2,R,R,9,"Denver, PA, US",-,0,190,5' 10",1085382144
,1110710016,J. Tyer,Jackson Tyer,Tyer,Jackson,OF,Lynn University,LYNN,730379008,Lynn,ND2,R,R,23,"Newark, DE, US",2002-12-16,23,190,6' 1",1110710016
,1246586880,C. Colmery,Christian Colmery,Colmery,Christian,P,Felician College,FC,730282240,Felician,ND2,R,R,34,"Newark, DE, US",-,0,200,5' 11",1246586880
,1265057280,T. Donati,Tanner Donati,Donati,Tanner,OF,West Chester Univ. of Pennsylvania,WCUOP,730162688,West Chester Univ. of Pennsylvania,ND2,R,L,22,"Pittsburgh, PA, US",-,0,200,6' 1",1265057280
,1153422080,B. Walmsley,Brett Walmsley,Walmsley,Brett,C,Wilmington University,WU,730193152,Wilmington,ND2,R,R,23,"Newark, DE, US",2004-08-31,22,210,6' 0",1153422080
,1305588992,S. Chard,Spencer Chard,Chard,Spencer,IF,Southern Connecticut St. University,SCSU,730305024,Southern Connecticut St.,ND2,R,R,2,"Newtown, CT, US",-,0,175,5' 10",1305588992
,1192538113,F. Gomez Jr.,Franklin Gomez Jr.,Gomez Jr.,Franklin,IF,Point Park University (PA),PPU,609124096,Point Park University (PA),ND2,R,R,11,"Bronx, NY, US",2004-04-29,22,186,5' 11",1192538113
,1267912704,R. Gonzalez,Ricardo Gonzalez,Gonzalez,Ricardo,P,Nova Southeastern University,NSU,730162944,Nova Southeastern,ND2,R,R,26,"Wellington, FL, US",-,0,0,6' 3",1267912704
,1202417664,S. Hatch,Spencer Hatch,Hatch,Spencer,P,Rogers State University,RSU,730366208,Rogers State,ND2,L,L,17,"Las Vegas, NV, US",-,0,195,6' 0",1202417664
,1157543936,G. Arseneau,Gavin Arseneau,Arseneau,Gavin,UTL,McKendree University,MCKN,730371328,McKendree,ND2,R,R,7,"Oswego, IL, US",-,0,0,5' 11",1157543936
,1330420224,M. Lopez,Matthew Lopez,Lopez,Matthew,P,University of Mary,UOM,730316032,University of Mary,ND2,R,R,26,"Hunington Beach, CA, US",2003-08-04,23,184,5' 10",1330420224
,1162012416,B. Morse,Brady Morse,Morse,Brady,P,Lincoln Memorial University,LMU,730339072,Lincoln Memorial,ND2,R,R,43,"Danville, KY, US",2003-04-09,23,200,6' 2",1162012416
,1107572736,T. Gross,Tommy Gross,Gross,Tommy,P,University of Central Missouri,UOCM,730376704,University of Central Missouri,ND2,R,R,17,"Minnetonka, MN, US",-,0,0,6' 2",1107572736
,1306876928,T. McCammon,Tanner McCammon,McCammon,Tanner,IF,Wingate University,WU,730197248,Wingate,ND2,R,R,10,"Charlotte, NC, US",2005-04-07,21,207,6' 3",1306876928
,1269458944,M. Sweeney,Mike Sweeney,Sweeney,Mike,IF,Molloy College,MC,730320128,Molloy,ND2,R,R,6,"Queens, NY, US",-,0,180,5' 11",1269458944
,1239117312,R. Satin,Robert Satin,Satin,Robert,P,University of Tampa,UOT,730247168,University of Tampa,ND2,L,L,24,"Tampa, FL, US",2004-11-13,21,220,6' 3",1239117312
,1303498752,C. Falcon,Chad Falcon,Falcon,Chad,P,Dominican College (N.Y.),DC,730387200,Dominican College (N.Y.),ND2,L,L,42,"Stony Point, NY, US",-,0,185,5' 11",1303498752
,1211320832,E. Gonzalez,Emilio Gonzalez,Gonzalez,Emilio,IF,Nova Southeastern University,NSU,730162944,Nova Southeastern,ND2,L,L,45,"Cape Coral, FL, US",2005-01-26,21,230,6' 3",1211320832
,1310462464,R. Quevedo,Roylan Quevedo,Quevedo,Roylan,IF,Nova Southeastern University,NSU,730162944,Nova Southeastern,ND2,L,R,1,"Miami, FL, US",2003-10-07,22,172,5' 9",1310462464
,1297524736,D. Lopez,Derek Lopez,Lopez,Derek,C,Embry-Riddle University,ERAU,674823680,Embry-Riddle,ND2,R,R,12,"Windermere, FL, US",-,0,190,6' 0",1297524736
,1184281344,E. Joslin,Elliot Joslin,Joslin,Elliot,P,Florida Southern College,FSC,730161920,Florida Southern,ND2,R,R,25,"Fairfax, CA, US",2004-02-17,22,225,6' 6",1184281344
,1304693760,E. Blake,Evan Blake,Blake,Evan,IF,Franklin Pierce University,FPU,730265856,Franklin Pierce,ND2,R,R,18,"Pittsfield, MA, US",-,0,200,6' 1",1304693760
,1306173952,C. Davis,Cade Davis,Davis,Cade,P,East Stroudsburg University,ESU,730288128,East Stroudsburg,ND2,L,L,21,"Bloomsburg, PA, US",2003-12-16,22,195,6' 0",1306173952
,1162064384,A. Wenrich,AJ Wenrich,Wenrich,AJ,OF,Shippensburg University,SU,730354944,Shippensburg,ND2,R,R,11,"Dauphin, PA, US",2003-09-05,23,190,6' 0",1162064384
,1116224000,T. Shultz,Taylor Shultz,Shultz,Taylor,IF,Flagler College,FC,730184960,Flagler,ND2,R,R,2,"Actworth, GA, US",2003-11-21,22,160,5' 8",1116224000
,1296603136,A. Hobson,Aaron Hobson,Hobson,Aaron,IF,Lincoln Memorial University,LMU,730339072,Lincoln Memorial,ND2,R,R,25,"Ellenwood, GA, US",-,0,165,5' 10",1296603136
,1236966400,S. Naturman,Slaide Naturman,Naturman,Slaide,P,University of Tampa,UOT,730247168,University of Tampa,ND2,R,R,32,"Roswell, GA, US",-,0,0,6' 2",1236966400
,1275959040,M. Abulhosn,Marques Abulhosn,Abulhosn,Marques,IF,Metropolitan St. University of Denver,METS,730199552,MSU Denver,ND2,L,R,11,"Mercer Island, WA, US",2004-07-13,22,175,5' 10",1275959040
,1184712448,W. Lybrook,William Lybrook,Lybrook,William,C,University of West Florida,UOWF,730338048,University of West Florida,ND2,R,R,34,"Atlanta, GA, US",2001-12-18,24,220,6' 4",1184712448
,1280335360,D. Williams,Dalton Williams,Williams,Dalton,P,Barry University,BU,730174720,Barry,ND2,R,R,35,"Emmitsburg, MD, US",2004-01-17,22,210,6' 6",1280335360
,1176091392,L. Glover,Lucas Glover,Glover,Lucas,P,University of Mount Olive,MOC,730179072,University of Mount Olive,ND2,R,R,25,"High Point, NC, US",2003-10-24,22,210,6' 5",1176091392
,1252587264,A. Tran,Ayden Tran,Tran,Ayden,P,University of Indianapolis,UOI,730222080,University of Indianapolis,ND2,L,L,9,"Jacksonville, FL, US",2005-06-09,21,175,5' 11",1252587264
,1297343232,I. Arias,Ivan Arias,Arias,Ivan,IF,Franklin Pierce University,FPU,730265856,Franklin Pierce,ND2,R,R,2,"Boston, MA, US",2003-06-23,23,170,5' 9",1297343232
,1239104512,C. Hughes,Collin Hughes,Hughes,Collin,C,Rollins College,RC,730366464,Rollins,ND2,L,R,34,"Moseley, VA, US",2003-07-06,23,195,5' 11",1239104512
,1292550400,T. Moore,Tristan Moore,Moore,Tristan,OF,Point Loma,PL,730367488,Point Loma,ND2,L,L,12,"St Thomas, VI",2002-06-10,24,205,6' 2",1292550400
,1130243840,E. Ordonez,Erick Ordonez,Ordonez,Erick,UTL,Fort Hays State University,FHSU,730256384,Fort Hays State,ND2,R,R,3,"Tijuana, MX",-,0,0,5' 8",1130243840
,1088885248,K. Anderson,Kyle Anderson,Anderson,Kyle,P,Saint Leo University,SLU,730235136,Saint Leo,ND2,R,R,23,"Shorewood, IL, US",-,0,190,6' 2",1088885248
,1225702400,D. McLaughlin,Duncan McLaughlin,McLaughlin,Duncan,P,Grand Valley State University,GVSU,730342912,Grand Valley State,ND2,R,R,27,"Dartmouth, Nova Scotia, CAN",2002-04-25,24,200,6' 0",1225702400
,1100339968,V. Gohlke,Vincent Gohlke,Gohlke,Vincent,P,Lewis University,LU,730147328,Lewis,ND2,L,L,33,"New Berlin, WI, US",2003-11-14,22,205,6' 2",1100339968
,1111340544,E. Mendoza,Edward Mendoza,Mendoza,Edward,P,St. Mary's University (TX),SMU,730191104,St. Mary's University (TX),ND2,R,R,33,"Eagle Pass, TX, US",2003-03-24,23,200,6' 0",1111340544
,1126689024,N. Gamez,Nathan Gamez,Gamez,Nathan,IF,Texas A&M-Kingsville,TA,730350848,Texas A&M-Kingsville,ND2,L,R,40,"San Antonio, TX, US",2003-11-23,22,230,6' 2",1126689024
,1274313216,J. Gorski,Justin Gorski,Gorski,Justin,IF,Maryville University of Saint Louis,MUOSL,730161408,Maryville University of Saint Louis,ND2,L,R,1,"Rockford, IL, US",2004-11-30,21,170,5' 8",1274313216
,1085405952,A. Velazquez,Alfredo Velazquez,Velazquez,Alfredo,CF,Wayne State University,WSU,730351104,Wayne State,ND2,L,L,31,"Livonia, MI, US",2004-11-27,21,170,5' 8",1085405952
,1099181824,S. Ramos,Sachem Ramos,Ramos,Sachem,P,Florida Southern College,FSC,730161920,Florida Southern,ND2,R,R,3,"Woodacre, CA, US",2003-09-19,22,200,6' 1",1099181824
,1197361920,H. Walburn,Hudson Walburn,Walburn,Hudson,C,University of West Alabama,UOWA,730360576,University of West Alabama,ND2,R,R,5,"Vestavia Hills, AL, US",2004-10-10,21,185,5' 11",1197361920
,1207832320,W. Fincher,Will Fincher,Fincher,Will,OF,Shorter University,SU,730160896,Shorter,ND2,R,R,1,"Powder Springs, GA, US",2003-10-30,22,215,6' 3",1207832320
,1320089856,C. Woodham,Colin Woodham,Woodham,Colin,P,University of West Alabama,UOWA,730360576,University of West Alabama,ND2,L,L,32,"Millbrook, AL, US",-,0,0,5' 11",1320089856
,1099688192,D. Escobar,Dylan Escobar,Escobar,Dylan,C,Eckerd College,EC,730259456,Eckerd,ND2,R,R,19,"Pembroke Pines, FL, US",2005-07-17,21,180,5' 7",1099688192
,1200647425,T. McClanahan,Tyler McClanahan,McClanahan,Tyler,OF,Florida Tech,FT,730243072,Florida Tech,ND2,L,R,15,"Orlando, FL, US",2004-05-16,22,210,6' 4",1200647425
,1223556352,Y. Pastrana,Yeriel Pastrana,Pastrana,Yeriel,OF,Mars Hill University,MHU,730181120,Mars Hill,ND2,R,R,7,"San Juan, PR",-,0,185,6' 0",1223556352
,1235586048,J. Berrios,Juan Berrios,Berrios,Juan,P,Southeastern Oklahoma State Univ.,SOSU,730243328,Southeastern Oklahoma State Univ.,ND2,L,L,33,"Cayey, PR",-,0,195,6' 0",1235586048
,1336234752,J. Lazo,Jason Lazo,Lazo,Jason,IF,Missouri Southern St. University,MSSU,730186240,Missouri Southern St.,ND2,L,R,6,"San Antonio, TX, US",2002-02-06,24,195,5' 10",1336234752
,1223207680,B. Hubbard,Braydon Hubbard,Hubbard,Braydon,OF,East Stroudsburg University,ESU,730288128,East Stroudsburg,ND2,R,R,6,"Easton, PA, US",-,0,0,5' 10",1223207680
,1195535360,N. Boughton,Noah Boughton,Boughton,Noah,OF,Trevecca Nazarene University,TNU,730340864,Trevecca Nazarene,ND2,L,R,9,"Colleyville, TX, US",2001-10-15,24,195,6' 0",1195535360
,1310867712,C. Copeland,Caden Copeland,Copeland,Caden,P,University of Texas-Tyler,UOT,730241536,University of Texas-Tyler,ND2,L,L,17,"Midlothian, TX, US",2002-09-03,24,200,6' 2",1310867712
,1210141952,R. Carlo,Randy Carlo,Carlo,Randy,OF,Clarion University of Pennsylvania,CUOP,730341120,Clarion University of Pennsylvania,ND2,R,R,22,"Sinking Spring, PA, US",2003-07-06,23,215,6' 2",1210141952
,1299084032,Z. Kelly,Zach Kelly,Kelly,Zach,P,Clarion University of Pennsylvania,CUOP,730341120,Clarion University of Pennsylvania,ND2,R,R,35,"Irwin, PA, US",2001-12-09,24,195,6' 1",1299084032
,1099758848,K. Henington,Kyle Henington,Henington,Kyle,OF,Montana St. University Billings,MSUB,730262784,Montana St. University Billings,ND2,L,L,1,"Milton, WA, US",-,0,0,5' 11",1099758848
,1198516480,R. Fluharty,Ryan Fluharty,Fluharty,Ryan,IF,Shepherd University,SU,730248704,Shepherd,ND2,R,R,2,"Burton, WV, US",-,0,0,6' 1",1198516480
,1288366336,G. Breckenridge,Gabe Breckenridge,Breckenridge,Gabe,IF,Savannah State University,SAV,730263040,Savannah State,ND2,R,R,4,"Palm Coast, FL, US",-,0,180,6' 1",1288366336
,1132574976,T. McElwee,Thomas McElwee,McElwee,Thomas,C,Queens College,QC,730156800,Queens,ND2,R,R,22,"West Islip, NY, US",2005-09-22,20,175,5' 9",1132574976
,1079694592,K. Gaskins,Kenneth Gaskins,Gaskins,Kenneth,1B,The Lincoln University (Pa.),TLU,730377984,The Lincoln University (Pa.),ND2,L,L,33,"Silver Spring, MD, US",-,0,0,6' 1",1079694592
,1325898496,Z. Voss,Zach Voss,Voss,Zach,P,Pittsburg State University,PSU,730157056,Pittsburg State,ND2,R,R,23,"Iberia, MO, US",-,0,0,6' 2",1325898496
,1238966016,C. Soliday,Cody Soliday,Soliday,Cody,P,University of North Georgia,UONG,730327040,University of North Georgia,ND2,R,R,42,"Ocilla, GA, US",2004-03-10,22,175,6' 0",1238966016
,1104573952,J. Hughes,Jared Hughes,Hughes,Jared,P,Cameron University,CU,730180352,Cameron,ND2,R,R,15,"Republic, MO, US",-,0,0,6' 3",1104573952
,1273347072,G. Vota,Gage Vota,Vota,Gage,P,Davenport University,DVNPT,577507072,Davenport,ND2,R,R,39,"Stevensville, MI, US",-,0,0,6' 6",1273347072
,1239124992,C. Karll,Caleb Karll,Karll,Caleb,OF,University of Montevallo,UOM,730370816,University of Montevallo,ND2,R,R,11,"Fitchburg, WI, US",2005-05-21,21,190,6' 1",1239124992
,1299958784,C. Engert,Cason Engert,Engert,Cason,P,Lee University,LU,730319360,Lee,ND2,R,R,20,"Cumming, GA, US",2004-09-14,21,205,6' 3",1299958784
,1099942144,A. Arbaugh,Aidan Arbaugh,Arbaugh,Aidan,P,Davenport University,DVNPT,577507072,Davenport,ND2,L,L,7,"Brooklyn, MI, US",2002-09-20,23,210,6' 2",1099942144
,1086414080,J. Lee,Justin Lee,Lee,Justin,P,Trevecca Nazarene University,TNU,730340864,Trevecca Nazarene,ND2,R,R,48,"Mount Juliet, TN, US",-,0,210,6' 3",1086414080
,1266971392,J. Underwood,Jackson Underwood,Underwood,Jackson,P,Carson-Newman College,CC,730297344,Carson-Newman,ND2,R,R,28,"Murfreesboro, TN, US",-,0,210,6' 2",1266971392
,1204989696,C. Peterson,Caleb Peterson,Peterson,Caleb,P,Mississippi College,MC,730204160,Mississippi,ND2,R,R,15,"Murfreesboro, TN, US",2004-06-21,22,200,6' 4",1204989696
,1162417408,J. Hachem,Julien Hachem,Hachem,Julien,P,Erskine College,EC,730241280,Erskine,ND2,L,L,49,"Chicago, IL, US",2004-08-25,22,245,6' 8",1162417408
,1272357376,S. Kennedy,Sam Kennedy,Kennedy,Sam,P,"Concordia University, St. Paul",CUSP,730344192,Concordia University (MN),ND2,R,R,27,"St Paul, MN, US",-,0,0,6' 1",1272357376
,1297583104,J. Syverson,Jake Syverson,Syverson,Jake,P,Metropolitan St. University of Denver,METS,730199552,MSU Denver,ND2,R,R,5,"Broomfield, CO, US",-,0,195,5' 11",1297583104
,1336353024,J. Meyer,Jack Meyer,Meyer,Jack,IF,Maryville University of Saint Louis,MUOSL,730161408,Maryville University of Saint Louis,ND2,R,R,27,"Fenton, MO, US",-,0,205,6' 3",1336353024
,1310421248,J. Kunst,Jimmy Kunst,Kunst,Jimmy,P,University of Pittsburgh-Johnstown,UOP,730208000,University of Pittsburgh-Johnstown,ND2,R,R,23,"Natrona Heights, PA, US",-,0,210,6' 2",1310421248
,1311006720,J. Seculer,Jensen Seculer,Seculer,Jensen,P,Georgia Southwestern State Univ.,GSW,730308096,Georgia Southwestern State,ND2,R,R,18,,-,0,0,6' 3",1311006720
,1105377536,C. Jacobson,Charlie Jacobson,Jacobson,Charlie,P,Southwest Minnesota State University,SMSU,730202112,Southwest Minnesota State,ND2,L,L,40,"Marshall, MN, US",-,0,230,6' 6",1105377536
,1184443904,R. Watt,Rowan Watt,Watt,Rowan,IF,University of Mount Olive,MOC,730179072,University of Mount Olive,ND2,R,R,2,"Goldsboro, NC, US",-,0,215,6' 1",1184443904
,1248737024,I. Webb,Isaac Webb,Webb,Isaac,OF,Pittsburg State University,PSU,730157056,Pittsburg State,ND2,R,R,30,"Collinsville, OK, US",2001-06-16,25,158,6' 0",1248737024
